m,x,y,v_x,v_y
3.744674057011671e+17,1302705800307.2517,214044866801.14676,71334.59872044394,15366.310146915495
1.3251851898752112e+17,91426512814.1016,1266065709828.3982,78313.26519582579,61821.683518110796
2.83500971265325e+17,1413153219004.5627,376766327327.28577,94532.85400217323,23545.364975737582
3.039490232536314e+17,1420829695868.263,828120624555.7478,90393.3291011588,68743.53884387952
3.532267397620941e+17,211766528760.50955,291868697888.1524,63487.5422810376,17583.267208774134
3.0166235311753184e+17,1304204856915.507,856802099102.3035,96822.5559476669,97316.9380124008
7.562414885076776e+16,132724258402.11894,452505823397.23145,7401.542159675189,57120.968671076094
3.6648102045488806e+17,74690760999.17007,59446524206.17976,83658.39514999418,81415.53966689533
9934469163241034.0,288679659030.3261,1175952458360.4663,74766.8497158612,14094.60608116292
2.5466741640501078e+17,1392468554065.7776,72073409860.56947,60107.75942124129,86083.91604878723
2.749631665917903e+17,1001109513289.3295,728966565595.0087,37528.47949526965,96751.53574076948
2.852718531916654e+17,463047227205.6803,1083590538371.2769,78186.12688113937,1563.884388478909
3.470581298629218e+17,1457300081200.8152,1485571438541.305,12754.73234285146,50825.75725143406
1.2796647195428948e+16,381010336518.7958,102302793705.3348,2929.5139176709563,27995.107917371908
5.170491383395034e+16,604944128910.7358,1107743637904.8481,9977.307210237552,38012.338003339784
1.8129314323966448e+17,1490536854127.371,216506848498.54572,37285.98924563163,71603.47374974628
9.618492262187774e+16,583639001073.2025,762653304473.1805,46018.88531662502,28288.08666674455
1.9765154936882045e+17,1208688904656.4941,1358109657890.682,8104.570594426586,67549.21332076367
1.4845163347065136e+17,1298764199017.1394,1034391872328.5975,9902.936351799885,30584.83941899234
1.4085922998460994e+17,557584423467.4146,1265170185309.2107,94012.47632836433,22683.660414085516
1.0983589776721336e+17,1308725965495.6772,140004448492.75058,75896.62529070574,36289.701141979094
1.960764804176907e+17,935602061173.275,961409476861.7994,78239.19759641316,11158.251366920325
2.8563218553968813e+17,681302783586.6042,1381519364993.2183,50473.67880179278,25165.648401220908
6946648045164223.0,905185047690.7152,769103896894.7628,20078.002113183913,15963.100552037024
1.7541351770702253e+17,373122780210.6563,1446833640461.7002,75896.81835386447,58019.59898630715
1.4102379331417656e+16,194042157572.39487,363353447817.26807,55157.18494300942,76774.57592238416
2.882554184903494e+17,915653340700.539,1094178198878.4877,4238.821755569688,82220.77843921834
2.557540227994838e+16,539704575617.05927,1419158470432.643,69732.58315022822,71002.6034842599
3.8364233589251814e+17,941194106269.6001,501365191271.5128,20407.79094869677,71146.50488881445
1.2444173132055542e+17,212092340372.30515,39189886792.13062,72931.37647879179,94772.36040399168
1.7797241690564512e+17,287198280736.4469,625193380932.2233,73389.1191634972,57559.59033671625
2.5439537593139856e+17,629082378529.4629,1465106385616.6133,21270.527420427698,78918.71625313429
1.5297900107772682e+17,606178688326.9232,312151228936.1988,28656.391188615038,84542.01859599509
1.3585498202836146e+16,1325973336107.8076,780631938749.2377,67183.21174333176,95196.00103890747
3.7850976687748774e+17,1429380891388.812,553099119722.3553,16910.35395338631,70570.41137376578
2.2311143133013594e+17,522216542683.6722,506852026344.4153,25261.5810595466,83346.653156243
2.0125109803751392e+17,140334035256.83084,193036396512.2596,65869.94791148911,64819.5838675929
3.447630876345222e+17,599915119018.361,764167512643.1038,31663.526964303666,13618.251695817129
1.8493831511821258e+17,733492653856.5255,413161246903.20575,23860.249640740516,70130.10924351541
9.335756254189595e+16,412210673513.076,988461283309.7335,62291.28661258112,4684.853222123876
3.6779629145754125e+17,1419438498853.7493,947557553462.1189,37209.097460618264,15875.85575317173
1.8458271786191496e+16,107140786055.90825,1006839186495.1781,10773.585061536507,65234.22001108378
2.3570164658762388e+16,1246813837634.733,874435245391.2002,61188.37230429936,66775.77382019909
2.990285677498159e+17,762492745460.0962,1008600417490.3282,33202.28722613321,69759.76875973005
1.245159393466464e+17,1019855068692.1678,1249983326980.0173,45317.07543564198,44725.42992771288
1.967144346035335e+17,572026477577.9548,1329324576682.5403,19153.1859120893,73295.38196331626
1.1699842555804269e+17,727037703594.533,834034168152.4656,78808.87747236152,3298.345847794881
1.0629140303175149e+17,907244355321.2086,965425256367.4912,93759.85438171768,76994.6927768559
7.948672905094318e+16,940216395687.03,1418795570096.6587,623.0544064166454,4882.926295187673
2.838929772021815e+17,873137284460.166,744624924797.8925,48246.07242235167,36296.0486041939
1.194399724449265e+17,1421321069781.0708,656861042910.5647,79772.76305791785,24937.6133523603
1.499578025779278e+17,1017582075781.345,1224366594990.8618,93045.01047259326,29377.97148477159
3.8523549199158675e+17,598681329863.945,188188117668.2196,4315.622374758343,59791.71265278338
1.4736297984401814e+17,1321828096763.317,393365784376.88904,61200.36209064542,67496.85622557993
8.058034962952771e+16,540036143605.6384,1311798306618.0496,92587.90044625362,9624.35768087937
6.457850987106928e+16,826825554570.1251,995773610647.7185,31453.72356490057,69632.94182417258
3.602429156941956e+17,208014437164.1336,1310178359456.5352,53046.92684529995,66845.30212422852
1.038862742765143e+17,518993766705.7483,902343913434.5995,87657.3794321304,62893.2254622017
2.297024146092123e+17,369205552216.93427,292004140988.24457,3398.499205250205,49210.23830588322
6.136209048141442e+16,804896181141.4729,1450119863098.0557,38001.8142339648,44424.71306183623
2.2493588451664336e+17,935206568981.8337,525209666708.8297,75677.19710080574,88727.67555714876
2.0726605331641456e+17,1287089905121.888,1387858961414.491,54597.176924113744,3861.7919955456605
3.075649520739939e+17,259016977969.50012,1106143719779.857,14478.156476200887,12462.88922557235
8609591379192657.0,1452041980011.9849,488001421769.08734,94516.09228107565,95160.23322527371
1.3049516190336456e+17,506303516731.7636,1488407226373.1387,3799.264483921461,88773.36245976809
3.693324953348778e+17,709023867195.0184,911496380637.4158,6989.977952388226,41840.77159663801
4.6040556535435384e+16,423591483419.54675,777962664982.2192,28762.888247406583,79297.99705444803
1.8949132912189802e+17,1074508412145.9332,1154322306642.2715,10022.576427066277,869.994217800596
6.594880870650854e+16,1408707492480.6584,131178539298.19473,94368.3296437023,65307.684350901
3.587959774201829e+17,389579240666.21655,1441286241298.0503,73603.10655164327,33288.471365668585
2.3205561422576467e+17,1431562977862.7415,1000951788666.939,81802.9931835939,25228.15666928754
2.249148949125831e+17,246401245795.6475,564822047491.4681,7380.237558381797,8150.465051031908
2.6900886367622464e+17,583037351742.4486,1344089073256.828,40034.915888014766,75446.57343936697
2.3088329947227158e+17,817953626404.4614,1091291810645.3367,35810.711820144665,92211.24132504224
3.4571304250095452e+16,1031028986925.5645,524925266457.18964,98484.7595521801,38103.331820702966
6.73355308683781e+16,158669548829.11676,365400918522.0341,62847.41320418197,64293.96424528778
1.3768444231404472e+17,403341442971.9194,1288981650146.6729,12877.665122576287,13663.152867726434
1.6621393180483712e+17,269128862958.8165,1154792187527.588,31730.43062520523,89176.99289940519
2.9158074734876572e+16,119777911789.61726,117343481909.52411,57818.76065433194,83111.92847041952
4.861864915202726e+16,324861493586.9304,1122914267473.3347,85332.69927901393,95718.33673310014
2.2199433436466528e+17,984187842891.3976,697045894728.3649,80500.34877215483,68232.40336243063
3.2742854595195174e+17,1415326540210.4412,253362570543.82333,46842.83461827633,78725.59466851433
